"ID";"a1.trabajo";"a2.contrato";"a3.empleador";"a4.areatrabajo";"a5.precovid";"a6.motivo";"a7.busca";"a8.modalidad";"a9.carga";"a10.situacion";"a11.desempeño";"b1.estudio";"b2.material";"b2.dejar";"b2.adapta";"b2.internet";"b2.institucion";"b2.profes";"b2.compu";"c1.barrer";"c1.basura";"c1.cocinar";"c1.adultos";"c1.mascotas";"c1.niñxs";"c1.loza";"c1.ropa";"c1.baños";"c1.ordenar";"c1.compras";"c2.internet";"c2.patio";"c2.nhabs";"c2.equipos";"c2.thabs";"c2.ubicacion";"c3.npersonas";"c4.habitantes";"c4.abuelxs";"c4.amigxs";"c4.arrendatarixs";"c4.pareja";"c4.hermanxs";"c4.padres";"c4.hijxs";"c4.otrxs";"c5.aumento";"c5.mujeres";"c5.gusta";"c5.apoyo";"c5.tiempo";"c5.unicx";"c6.nhijxs";"c7.recreacion";"c7.union";"c7.tiempo";"c7.comunicacion";"c7.confianza";"c7.preocupacion";"c7.conflictos";"d1.angustia";"d1.ansiedad";"d1.estres";"d1.frustracion";"d1.incertidumbre";"d1.enojo";"d1.miedo";"d1.soledad";"d1.tristeza";"d2.atencion";"d3.farmacos";"d4.tratamiento";"e1.pareja";"e2.cambio";"e3.enojos";"e3.lesionarme";"e3.golpes";"e3.gritos";"e3.terceros";"e3.humilla";"e3.insulta";"e3.respeto";"e3.peligro";"e4.conversa";"e5.denuncia1";"e6.institucion";"e6.carchi";"e7.violencia";"e8.denuncia2";"f1.moviliza";"f1.gobierno";"f1.justicia";"f1.ddhh";"f1.migra";"f1.policias";"f1.apoyos";"f1.expulsion";"f1.pensiones";"f1.apruebo";"sexo";"edad";"comunares";"paisnac";"regionnac";"estudios";"ingresos";"cambioingreso";"bonos";"bonos.caja";"bonos.ife";"bonos.minimo";"bonos.covid";"bonos.media";"bonos.none";"salir"
"196";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"11-20 horas";"6-10 horas";"0 horas";"0 horas";"11-20 horas";"1-2 horas";"11-20 horas";"11-20 horas";"1-2 horas";"11-20 horas";"0 horas";"Bueno";"Regular";"Regular";"Bueno";"Malo";"Bueno";"3";"Hermano(s) y/o hermana(s);Sobrino";0;0;0;0;1;0;0;1;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Siempre";"Frecuentemente";"A veces";"Siempre";"Siempre";"A veces";"Casi nunca";"Casi nunca";"Siempre";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"De acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";21;"Pozo Almonte";"Chile";"Antofagasta";"Universitaria incompleta";"No tuve ingresos";"Se han mantenido igual";"Ingreso familiar de emergencia;Bono Covid-19";0;1;0;1;0;0;4
"197";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"1-2 horas";"1-2 horas";"3-5 horas";"11-20 horas";"3-5 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"3-5 horas";"Bueno";"Regular";"Bueno";"Bueno";"Regular";"Regular";"4";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s);Padre y/o madre;Abuelo(s) y/o abuela(s)";1;0;0;0;1;1;1;0;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Disminuyó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Casi nunca";"Frecuentemente";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";29;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"No tuve ingresos";"Se han mantenido igual";NA;0;0;0;0;0;1;2
"198";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"1-2 horas";"1-2 horas";"3-5 horas";"11-20 horas";"3-5 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"3-5 horas";"Bueno";"Regular";"Bueno";"Bueno";"Regular";"Regular";"4";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s);Padre y/o madre;Abuelo(s) y/o abuela(s)";1;0;0;0;1;1;1;0;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Disminuyó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Casi nunca";"Frecuentemente";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";29;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria incompleta";"No tuve ingresos";"Se han mantenido igual";NA;0;0;0;0;0;1;2
"199";"Trabajo dependiente";"Contrato indefinido";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente presencial";"Ha disminuido levemente";"Muy buena";"Absolutamente en desacuerdo";"Otra";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Bueno";"Regular";"Bueno";"Regular";"Regular";"Regular";"2";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"3";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Hombre";47;"Iquique";"Chile";"Tarapaca";"Universitaria completa";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;7
"200";"Trabajo dependiente";"Contrato plazo fijo";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha aumentado considerablemente";"Regular";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Bueno";"Regular";"Regular";"Bueno";"Bueno";"Regular";"3";"Cónyuge, pareja o conviviente;Padre y/o madre";0;0;0;1;0;1;0;0;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"Nunca";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"De acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";25;"Huara";"Chile";"Tarapaca";"Universitaria completa";"$750.000 - $1.500.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;2
"201";"Trabajo dependiente";"Contrato plazo fijo";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente presencial";"Ha aumentado levemente";"Regular";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"3-5 horas";"6-10 horas";"1-2 horas";"3-5 horas";"11-20 horas";"1-2 horas";"1-2 horas";"0 horas";"6-10 horas";"3-5 horas";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"Malo";"3";"Cónyuge, pareja o conviviente;Hijo(s) y/o hija(s)";0;0;0;1;0;0;1;0;"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"2";"Disminuyó";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"A veces";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"A veces";"Casi nunca";"A veces";"No";"No";"Si, con total normalidad";"Convivente Civil";"Se ha mantenido igual";"Casi nunca";"Nunca";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";38;"Huara";"Chile";"Tarapaca";"Universitaria completa";"$750.000 - $1.500.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;3
"202";"Trabajo dependiente";"Contrato indefinido";"Privada";"Transporte de carga y/o pasajeros";"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente presencial";"Ha aumentado considerablemente";"Regular";"Muy de acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"0 horas";"0 horas";"21 o más horas";"0 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"0 horas";"Regular";"Malo";"Bueno";"Regular";"Regular";"Regular";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"0";"Disminuyó";"Se mantuvo igual";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"A veces";"Frecuentemente";"Siempre";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"Casi nunca";"Frecuentemente";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"No";NA;"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";26;"Alto Hospicio";"Chile";"Tarapaca";"Universitaria completa";"$450.000 - $750.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;5
"203";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"6-10 horas";"0 horas";"0 horas";"0 horas";"3-5 horas";"3-5 horas";"1-2 horas";"3-5 horas";"6-10 horas";"Regular";"Regular";"Bueno";"Regular";"Regular";"Regular";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Casi nunca";"Casi nunca";"A veces";"Frecuentemente";"A veces";"A veces";"Nunca";"Casi nunca";"Casi nunca";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Ha mejorado levemente";"Casi nunca";"Nunca";"Nunca";"Casi nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"En desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Mujer";23;"Alto Hospicio";"Chile";"Ohiggins";"Técnica completa";"No tuve ingresos";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;1
"204";"Trabajo independiente o por cuenta propia";"Independiente (dueño o socio de empresas, sociedades u otros negocios)";"Hogar particular";NA;"Trabajo dependiente";"Término del trabajo o servicio que originó el contrato";"No";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"0 horas";"3-5 horas";"0 horas";"0 horas";"1-2 horas";"0 horas";"Excelente";"Excelente";"Regular";"Excelente";"Bueno";"Regular";"3";"Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Frecuentemente";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Casi nunca";"A veces";"Nunca";"A veces";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"No";NA;"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Hombre";31;"Iquique";"Chile";"Valparaiso";"Universitaria completa";"No tuve ingresos";"Han disminuido fuertemente";"Caja familiar (mercadería)";1;0;0;0;0;0;7
"205";"Empresa o negocio (individual o familiar)";"Independiente (dueño o socio de empresas, sociedades u otros negocios)";"Hogar particular";NA;"No me encontraba trabajando remuneradamente";NA;NA;NA;NA;NA;NA;"Educación universitaria";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"3-5 horas";"1-2 horas";"1-2 horas";"1-2 horas";"3-5 horas";"3-5 horas";"Bueno";"Bueno";"Regular";"Bueno";"Bueno";"Bueno";"5 o más";"Tío, padre, hermano";0;0;0;0;0;0;0;1;"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"Disminuyó";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Casi nunca";"Casi nunca";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Pololeo o noviazgo";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Sí";"No";NA;0;"Sí";"Sí";"De acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";22;"Pozo Almonte";"Chile";"Tarapaca";"Universitaria incompleta";"Menos de $150.000";"Han disminuido fuertemente";NA;0;0;0;0;0;1;1
"206";"No trabajé remuneradamente durante la semana pasada";NA;NA;NA;"Trabajo dependiente";"Despido";"Si";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"6-10 horas";"0 horas";"6-10 horas";"0 horas";"0 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"6-10 horas";"3-5 horas";"Bueno";"Regular";"Bueno";"Bueno";"Bueno";"Bueno";"5 o más";"Abuelo(s) y/o abuela(s);Amigo(s) y/o amiga(s)";1;1;0;0;0;0;0;0;"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"0";"Disminuyó";"Disminuyó";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Frecuentemente";"Siempre";"Siempre";"Siempre";"Sí";"No";"No estaba en ningún tratamiento antes de la pandemia";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"Sí";"Absolutamente de acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Hombre";29;"Iquique";"Chile";"Tarapaca";"Universitaria completa";"No tuve ingresos";"Han disminuido fuertemente";NA;0;0;0;0;0;1;1
"207";"Trabajo independiente o por cuenta propia";"Contrato a honorarios";"Estatal";NA;"Trabajo independiente o por cuenta propia";"Más que perdida, es que bajaron muchas fuentes laborales para quienes trabajamos independientemente.";"Si";NA;NA;NA;NA;"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"3-5 horas";"1-2 horas";"3-5 horas";"0 horas";"21 o más horas";"0 horas";"3-5 horas";"6-10 horas";"6-10 horas";"6-10 horas";"1-2 horas";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"Excelente";"4";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s)";0;0;0;0;1;0;1;0;"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"0";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Disminuyó";"A veces";"Siempre";"Siempre";"A veces";"Siempre";"Casi nunca";"Siempre";"Frecuentemente";"A veces";"Sí";"Sí";"Si, pero con algunas dificultades";"No he estado en una relación de pareja durante los últimos tres meses";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";27;"Iquique";"Chile";"Tarapaca";"Universitaria completa";"Menos de $150.000";"Han disminuido fuertemente";NA;0;0;0;0;0;1;3
"208";"Trabajo dependiente";"Contrato plazo fijo";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente con teletrabajo";"Ha aumentado considerablemente";"Regular";"Muy de acuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"6-10 horas";"3-5 horas";"11-20 horas";"6-10 horas";"6-10 horas";"21 o más horas";"6-10 horas";"6-10 horas";"6-10 horas";"11-20 horas";"6-10 horas";"Regular";"Regular";"Regular";"Regular";"Regular";"Regular";"5 o más";"Hijo(s) y/o hija(s);Hermano(s) y/o hermana(s);Padre y/o madre";0;0;0;0;1;1;1;0;"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"3";"Disminuyó";"Aumentó";"Aumentó";"Aumentó";"Se mantuvo igual";"Aumentó";"Aumentó";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Ha empeorado levemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"En desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";45;"Huara";"Chile";"Tarapaca";"Universitaria completa";"$750.000 - $1.500.000";"Se han mantenido igual";NA;0;0;0;0;0;1;1
"209";"Trabajo dependiente";"Contrato a honorarios";"Estatal";NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Completamente presencial";"Ha aumentado levemente";"Regular";"De acuerdo";"Educación universitaria";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"3-5 horas";"3-5 horas";"6-10 horas";"0 horas";"3-5 horas";"0 horas";"6-10 horas";"3-5 horas";"3-5 horas";"3-5 horas";"1-2 horas";"Malo";"Bueno";"Bueno";"Bueno";"Bueno";"Bueno";"1";"Padre y/o madre";0;0;0;0;0;1;0;0;"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"0";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Se mantuvo igual";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Casi nunca";"Frecuentemente";"A veces";"A veces";"A veces";"No";"No";"No estaba en ningún tratamiento antes de la pandemia";"Otra relación afectiva";"Se ha mantenido igual";"Casi nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"No";"No";NA;0;"No";NA;"De acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"De acuerdo";"Mujer";24;"Pozo Almonte";"Chile";"Tarapaca";"Universitaria incompleta";"$300.000 - $450.000";"Han aumentado levemente";NA;0;0;0;0;0;1;2
"210";"Trabajo dependiente";"Contrato a honorarios";NA;NA;"Trabajo dependiente";"No he perdido mi fuente laboral";NA;"Mayormente presencial";"Ha aumentado levemente";"Buena";"En desacuerdo";"Actualmente no me encuentro estudiando";NA;NA;NA;NA;NA;NA;NA;"1-2 horas";"1-2 horas";"1-2 horas";"0 horas";"1-2 horas";"0 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"1-2 horas";"Bueno";"Regular";"Bueno";"Bueno";"Regular";"Regular";"1";"Cónyuge, pareja o conviviente";0;0;0;1;0;0;0;0;"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"0";"Disminuyó";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"Se mantuvo igual";"Aumentó";"Se mantuvo igual";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"Casi nunca";"A veces";"Tal vez";"No";"No estaba en ningún tratamiento antes de la pandemia";"Convivente Civil";"Se ha mantenido igual";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"No";"No";NA;0;"Sí";"No";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Absolutamente de acuerdo";"Absolutamente en desacuerdo";"Absolutamente en desacuerdo";"Muy de acuerdo";"Absolutamente de acuerdo";"Absolutamente de acuerdo";"Mujer";26;"Huara";"Chile";"Tarapaca";"Universitaria completa";"$450.000 - $750.000";"Se han mantenido igual";"Caja familiar (mercadería)";1;0;0;0;0;0;4
